Gene,logFC,FDR
Letmd1,-0.192082992,0.613802
Lfng,-0.657454854,0.0541525
Lgals1,0.230252546,0.514611
Lgals12,1.69856881,0.000670633
Lgals2,-2.651737416,0.312604
Lgals3,0.561135172,0.0363463
Lgals3bp,0.525663227,0.0406431
Lgals4,1.156107095,0.00861079
Lgals7,5.626858425,0.000670633
Lgals8,0.107022262,0.805965
Lgals9,-0.00050434,0.998937
Lgi1,-0.253132468,1
Lgi2,0.952698461,0.0132832
Lgi3,-0.578440413,0.0581523
Lgi4,-1.298113827,0.176895
Lgmn,0.528706114,0.0301194
Lgr4,1.761179605,0.000670633
Lgr5,-1.494739509,1
Lgr6,-0.834745812,0.215684
Lgsn,0.194215492,1
Lgtn,-1.007269758,0.560432
Lhb,-0.825652909,0.273918
Lhcgr,-0.58583954,1
Lhfp,-0.711879859,0.0135948
Lhfpl1,5.856180914,0.165067
Lhfpl2,2.363535863,0.000670633
Lhfpl3,-3.011407354,0.310742
Lhfpl4,-1.233361429,0.103923
Lhfpl5,0.370061586,1
Lhpp,0.292742526,0.540402
Lhx1,-0.219563757,1
Lhx2,1.40279878,1
Lhx3,-0.160365198,1
Lhx4,0,1
Lhx5,0.165044936,1
Lhx6,-0.04221567,0.963248
Lhx8,-0.435170912,1
Lhx9,-0.132683028,1
Lias,0.032920215,0.955273
Lif,1.170905552,0.0106618
Lifr,-1.353356356,0.000670633
Lig1,0.878237404,0.0328967
Lig3,0.498512566,0.167168
Lig4,0.256935595,0.529252
Lilra5,-0.064295881,0.890404
Lilra6,0.619600795,0.326936
Lilrb3,0.457249791,0.329212
Lilrb4,0.995164653,0.0730309
Lim2,1.511989157,1
Lima1,0.018449119,0.965437
Limch1,-1.200045483,0.000670633
Limd1,-0.046283292,0.911753
Limd2,-0.420469649,0.161336
Lime1,-0.237401456,0.643088
Limk1,-0.209337125,0.548398
Limk2,0.615400189,0.0119901
Lims1,-0.258085628,0.325529
Lims2,-1.465137153,0.000670633
Lin28a,1.302305141,1
Lin28b,0,1
Lin37,0.080136059,0.981922
Lin52,-0.819863376,0.0960734
Lin54,0.51325439,0.126679
Lin7a,-0.07292706,1
Lin7b,1.199055931,0.727214
Lin7c,0.082734646,0.943809
Lin9,0.51342026,0.320008
Lingo1,-2.188749015,0.00225688
Lingo2,0,1
Lingo3,-0.397432796,1
Lingo4,-0.723386857,1
Lins,0.550289944,0.498199
Lins2,-0.301200693,0.752977
Lipa,0.485325116,0.0477374
Lipc,1.64613683,0.0464461
Lipe,-0.289368395,0.707376
Lipf,-0.131570342,0.888643
Lipg,-1.952521665,0.000670633
Liph,1.027790794,0.000670633
Lipi,0,1
Lipk,4.094877876,0.000670633
Lipm,4.833552691,0.279916
Lipn,6.140414665,0.0812556
Lipo1,-0.238492989,0.770338
Lipt1,-0.041779524,0.965112
Lipt2,0.161308289,0.857027
Litaf,1.132176148,0.000670633
Lix1,-0.381606314,0.604278
Lix1l,-0.813697597,0.0280202
Lkap,-0.355051166,0.927644
Llgl1,-0.03835081,0.960161
Llgl2,0.670395551,0.00895825
Llph,0.289747517,0.503406
Lman1,0.264948316,0.336041
Lman1l,1.434768192,1
Lman2,0.292326438,0.227636
Lman2l,0.207777107,0.552102
Lmbr1,-0.727863212,0.436423
Lmbr1l,-0.010164444,0.985134
Lmbr2,-1.453911824,0.577819
Lmbrd1,-0.266954826,0.32795
Lmbrd2,0.885250071,0.0664565
Lmcd1,-0.444208457,0.327373
Lmf1,-0.108320459,0.843284
Lmf2,-0.336965194,0.283562
Lmln,-0.415163136,0.464658
Lmna,0.347169525,0.19835
Lmnb1,1.214413398,0.000670633
Lmnb2,0.399081749,0.25453
Lmo1,3.650780174,0.000670633
Lmo2,-0.789406206,0.0384331
Lmo3,0.039404186,1
Lmo4,0.0116386,0.98055
Lmo7,0.138896914,0.661114
Lmod1,-0.456733046,0.354742
Lmod2,-4.540925576,0.00124178
Lmod3,-2.988925527,0.0229577
Lmtk2,0.249294483,0.320928
Lmtk3,1.244226628,1
Lmx1a,0.254159839,1
Lmx1b,0.995631038,1
Lnp,-0.477279728,0.153792
Lnpep,-0.034060496,0.955892
Lnx1,1.248500646,0.0190584
Lnx2,-0.13281578,0.701124
Loh12cr1,-0.217496847,0.715661
Lonp1,0.065553446,0.868764
Lonp2,-0.416180204,0.179535
Lonrf1,-0.085555074,0.871638
Lonrf2,-0.876522072,1
Lonrf3,-0.027281087,0.9588
Lor,4.841787149,0.0139091
Lor2,0,1
Lox,-0.034222925,0.941218
Loxhd1,0,1
Loxl1,-0.37468331,0.232159
Loxl2,0.005088098,0.993164
Loxl3,-0.450929349,0.582935
Loxl4,0.74231319,0.0678128
Lpar1,-0.696632306,0.125518
Lpar2,0.151444231,0.829435
Lpar3,-2.340569338,0.000670633
Lpar4,-0.75236727,0.24176
Lpar5,1.953260239,0.000670633
Lpar6,0.605855132,0.286675
Lpcat1,-0.547917772,0.0607193
Lpcat2,0.903963975,0.00566202
Lpcat2b,-0.880190559,1
Lpcat3,0.389134385,0.214932
Lpcat4,1.902778822,0.000670633
Lpgat1,-0.125710585,0.677247
Lphn1,-1.126241195,0.000670633
Lphn2,-0.340248435,0.199876
Lphn3,-2.799945528,0.000670633
Lpin1,-1.198601663,0.000670633
Lpin2,0.111091878,0.763592
Lpin3,0.895422891,0.00789347
Lpl,0.481280335,0.0503349
Lpla2,3.133286194,0.486006
Lpo,1.753758013,1
Lpp,0.067528817,0.853283
Lppr2,-0.581475258,0.294376
Lppr4,0.059718121,1
Lpxn,0.719604395,0.0779109
Lrat,-1.076877845,0.000670633
Lrba,0.121653105,0.691534
Lrch1,-0.676146576,0.0196118
Lrch2,-0.337613415,1
Lrch3,-0.490551148,0.110967
Lrch4,-0.178225177,0.597753
Lrd,-1.591745585,0.37497
Lrdd,0.671956196,0.238951
Lrfn1,-0.656973713,0.361759
Lrfn2,0.90642732,1
Lrfn3,-0.110755773,0.892456
Lrfn4,1.208542277,0.0190584
Lrfn5,-0.156590775,1
Lrg1,1.035974032,0.000670633
Lrguk,-1.343806791,0.0569445
Lrig1,0.763212841,0.00895825
Lrig2,-0.084401073,0.896942
Lrig3,0.097246112,0.858784
Lrit1,0,1
Lrit2,0,1
Lrmp,-0.232207109,0.734532
Lrp1,0.225371354,0.386564
Lrp10,0.32584677,0.190302
Lrp11,0.616557971,0.225942
Lrp12,0.854488738,0.000670633
Lrp1b,-0.046416601,1
Lrp2,-0.16238105,0.561638
Lrp2bp,-0.327654692,0.799622
Lrp3,-1.538627709,0.0688459
Lrp4,-1.276698756,0.000670633
Lrp5,-0.217738394,0.416746
Lrp6,-0.449258282,0.0672938
Lrp8,1.416227399,0.00319404
Lrpap1,-0.063840865,0.85977
Lrpprc,0.046788944,0.917555
Lrrc1,0.299614545,0.358792
Lrrc10,-3.555186302,0.369235
Lrrc10b,-1.441450071,0.0196118
Lrrc14,-0.275784749,0.503718
Lrrc14b,-0.455383762,0.714887
Lrrc15,-0.206537609,1
Lrrc16a,-0.380480453,0.297538
Lrrc16b,-1.090871776,0.15032
Lrrc17,-3.119129452,0.151337
Lrrc18,-1.265576691,0.547217
Lrrc19,0.328279114,1
Lrrc2,-1.618702161,0.0248036
Lrrc20,-0.151009051,0.749367
Lrrc23,-1.415208062,0.00526709
Lrrc24,-1.118649106,0.636708
Lrrc25,0.489436836,0.392606
Lrrc26,2.11688844,0.000670633
Lrrc27,-0.628262253,0.418631
Lrrc28,0.883312141,0.168568
Lrrc29,-0.104894021,0.900914
Lrrc3,0.267761821,0.715453
Lrrc30,-0.385271987,1
Lrrc31,-0.451205851,1
Lrrc32,-1.236995407,0.000670633
Lrrc33,-0.017990659,0.970917
Lrrc34,-1.13882346,0.114584
Lrrc36,-1.495095828,0.0259131
Lrrc38,-0.197844009,1
Lrrc39,0.200762976,0.868723
Lrrc3b,0.715733005,0.360886
Lrrc4,1.963490761,0.432905
Lrrc40,0.130017318,0.769278
Lrrc41,0.197147438,0.559811
Lrrc42,-0.178371829,0.677934
Lrrc43,-1.451955687,0.0448674
Lrrc45,0.042204208,0.927575
Lrrc46,-1.464872281,0.0479575
Lrrc47,0.093242831,0.876671
Lrrc48,-1.084703738,0.022679
Lrrc49,-0.733393823,0.114417
Lrrc4b,-1.730047234,1
Lrrc4c,-1.96541806,0.0132832
Lrrc50,-1.587755886,0.35684
Lrrc51,-0.591670467,0.282357
Lrrc52,-1.568117379,1
Lrrc55,0.131071427,1
Lrrc56,-0.864575347,0.208246
Lrrc57,-0.443762559,0.347627
Lrrc58,-0.402498869,0.112134
Lrrc59,0.744953815,0.00124178
Lrrc6,-1.20414681,0.153321
Lrrc61,-0.567447576,0.33879
Lrrc63,-0.139132452,1
Lrrc66,3.404639865,0.000670633
Lrrc67,-0.602844425,0.461136
Lrrc68,-0.059125268,0.89312
Lrrc69,-0.075155809,1
Lrrc7,0.076670457,1
Lrrc8a,-0.263349153,0.341589
Lrrc8b,-0.646611283,0.0477374
Lrrc8c,-0.209882179,0.513748
Lrrc8d,-0.137700676,0.664944
Lrrc8e,0.113889312,0.826566
Lrrc9,-1.149483728,1
Lrrcc1,0.096537115,0.838074
Lrrfip1,0.260035457,0.313905
Lrrfip2,0.024063071,0.958725
Lrriq1,-1.016355949,0.163866
Lrriq3,-0.216433007,0.85831
Lrriq4,-0.022742792,1
Lrrk1,-0.276879829,0.372433
Lrrk2,0.601288479,0.031116
Lrrn1,0.17407878,1
Lrrn2,-2.549783856,0.0027341
Lrrn3,-2.53458325,0.051401
Lrrn4,-5.114140394,0.000670633
Lrrn4cl,-2.23485503,0.0027341
Lrrtm1,-0.555074007,1
Lrrtm2,0.357125754,1
Lrrtm3,-0.083451474,1
Lrrtm4,0,1
Lrsam1,-0.223601386,0.829659
Lrtm1,-3.143414666,0.470737
Lrtm2,-2.376608051,0.0193281
Lrwd1,-0.223469057,0.583086
Lsamp,-1.660544403,1
Lsg1,0.111707773,0.799375
Lsm1,0.416706705,0.348168
Lsm10,-0.231532764,0.6694
Lsm11,0.444441631,0.375622
Lsm12,0.380949733,0.364086
Lsm14a,-0.07688527,0.879861
Lsm14b,-0.006772093,0.986926
Lsm2,0.761904602,0.113404
Lsm3,0.208901071,0.685491
Lsm4,0.561178917,0.147256
Lsm5,0.153035794,0.896607
Lsm6,-0.115044608,0.811456
Lsm7,0.063372998,0.95729
Lsmd1,0.098545102,0.896172
Lsp1,-0.699064722,0.0348683
Lsr,0.836857829,0.0027341
Lss,0.333685786,0.270749
Lst1,-0.264877555,0.757468
Lta,-1.113699161,0.184161
Lta4h,0.327352496,0.265054
Ltb,-0.829094409,0.144227
Ltb4r1,1.297303778,0.00644257
Ltb4r2,4.657012112,0.000670633
Ltbp1,-0.701559031,0.00826246
Ltbp2,0.58922583,0.0116745
Ltbp3,-0.020494942,0.97014
Ltbp4,-1.104334975,0.000670633
Ltbr,0.288161855,0.294298
Ltc4s,-0.690728845,0.483878
Ltf,5.397765389,0.000670633
Ltk,0.450459784,0.483276
Ltn1,-0.095198879,0.809005
Ltv1,0.175594197,0.635136
Luc7l,0.044646405,0.924283
Luc7l2,0.079604332,0.826496
Luc7l3,0.101370624,0.794268
Lum,-0.890439843,0.167594
Luzp1,-0.224059951,0.395086
Luzp2,-0.062886386,1
Luzp4,-0.168826853,1
Lxn,-0.113259894,0.849185
Ly-49Q,1.078493704,1
Ly-49W,-3.557986205,0.0316291
Ly49A,0,1
Ly49G,0,1
Ly6a,0.20389088,0.602712
Ly6c1,0.09795788,0.801031
Ly6c2,0.079703894,0.893693
Ly6d,2.377901949,0.000670633
Ly6e,0.318923851,0.209886
Ly6f,0,1
Ly6g5b,-0.358218675,0.715859
Ly6g5c,0.202912829,1
Ly6g6c,4.601594625,0.000670633
Ly6g6d,0.052189192,0.964109
Ly6g6e,2.424904084,0.000670633
Ly6g6f,-0.971707381,1
Ly6h,-0.195425765,1
Ly6i,0.841990844,0.264949
Ly6k,2.626239145,0.000670633
Ly75,-0.186829965,0.605488
Ly86,0.205828453,0.7107
Ly9,0.821218351,0.022679
Ly96,0.95854151,0.048979
Lyar,0.046785961,0.94128
Lyg1,0,1
Lyg2,0,1
Lyl1,-0.995450709,0.0698516
Lyn,-0.115902825,0.714346
Lynx1,0.191983403,0.549169
Lypd1,0.506107395,0.855667
Lypd2,-1.534237211,0.0422874
Lypd3,9.138475696,0.397028
Lypd4,-0.605450716,1
Lypd5,5.873381625,0.367158
Lypd6,1.851793628,0.00644257
Lypd6b,1.403494397,0.000670633
Lypla1,0.366456826,0.19244
Lypla2,0.127322454,0.715039
Lyplal1,0.553555225,0.19823
Lyrm1,0.136823756,0.928289
Lyrm2,-0.401894816,0.351739
Lyrm4,-0.275203596,0.600404
Lyrm5,0.168932935,0.690864
Lyrm7,-0.499169539,0.57093
Lysmd1,-0.117038033,0.896435
Lysmd2,-1.04380215,0.0142138
Lysmd3,0.320178959,0.385228
Lysmd4,-0.026003083,0.970823
Lyst,0.646440339,0.0720131
Lyve1,-1.121254851,0.000670633
Lyz1,-0.518900144,0.317353
Lyz2,0.187238476,0.668627
Lyzl1,2.399433627,1
Lyzl4,2.533345386,0.360141
Lyzl6,0,1
Lzic,0.046827599,0.940414
Lztfl1,-0.102186183,0.93111
Lztr1,-0.12332343,0.706709
Lzts1,-0.842169821,0.25626
Lzts2,-0.212063146,0.493696
M-rdgB beta,0.001496035,1
M12570,0,1
M13188,-9.827741236,0.342059
M13680,0.575487436,0.919725
M19910,0.482120868,0.946205
M21205,-0.371366623,1
M26425,0,1
M34214,0,1
M34473,0.14446583,0.929727
M36767,-0.214112634,1
M37286,-2.71514438,1
M37296,0,1
M37592,0,1
M6B,0,1
M6pr,0.304804425,0.235013
M6prbp1,0.480993098,0.836927
M71214,0.223526291,1
MADP-1,-1.030082772,0.568195
MAIR-IIa,0.337918249,0.725518
MAN2B2,0.561055965,0.759754
MAT2B,-0.162825885,0.907193
MFEEL-2,1.104005206,1
MGC107098,0,1
MINT,1.101218387,1
MKP-7,0.027294916,1
MMET-1,1.102963655,1
MMR,-0.608458251,0.737376
MOK,-1.737059366,1
MOR,-0.213471714,1
MRG15,0.935041571,1
MRP-S2,1.574788185,1
MRPL13,-0.550717484,0.718733
MRPL33,-0.095045544,1
MRPL4,-0.634000905,0.850001
MRPS11,-1.015548665,0.812375
MRPS17,0.072999548,0.973254
MSP58,-0.920229028,0.757894
MTJ1,0,1
MUG3,-0.074623122,1
Mab21l1,-0.09407923,1
Mab21l2,0,1
Macc1,0.601494508,0.0453281
Macf1,-0.470228907,0.164668
Macrod1,-0.369663547,0.460612
Macrod2,-0.245017722,0.903299
Mad1,-1.539025845,1
Mad1l1,0.399117005,0.298204
Mad2l1,1.170292065,0.00363394
Mad2l1bp,0.552134237,0.161608
Mad2l2,-0.138390333,0.807947
Madcam1,0.636029151,1
Madd,-0.072077588,0.882231
Maea,0.20492359,0.497133
Mael,-0.666702064,1
Maf,0.026174177,0.959786
Maf1,-0.130532303,0.703548
Mafa,0.128751921,1
Mafb,2.32202078,0.000670633
Maff,0.711706605,0.0418251
Mafg,0.372995073,0.264008
Mafk,-0.219481628,0.446517
Mag,0.323896826,0.630828
Magea1,0.651773174,1
Magea10,0,1
Magea2,-0.275955814,1
Magea3,0,1
Magea4,0,1
Magea5,0.291960652,1
Magea6,0,1
Magea7,0,1
Magea8,0,1
Mageb1,0,1
Mageb16,0,1
Mageb18,0,1
Mageb2,0,1
Mageb3,-0.146286356,1
Mageb4,0,1
Mageb5,0,1
Maged1,0.276612705,0.305057
Maged2,-0.897600438,0.0170059
Magee1,-0.730498431,0.108284
Magee2,0.309173642,1
Mageh1,-0.525109103,0.271758
Magel2,0.480690582,1
Magi1,-0.383942916,0.182738
Magi2,-1.378903274,0.0234729
Magi3,-0.559744847,0.0196118
Magix,0.709210248,0.761239
Magoh,0.066971284,0.915325
Magohb,0.012488189,0.989178
Magt1,0.124828576,0.729601
Mak,-0.628654835,0.208173
Mak16,0.433923316,0.262236
Mal,2.02544191,0.000670633
Mal2,0.146640493,0.600083
Malat1,-0.000373223,0.999161
Mall,3.210746165,0.000670633
Malt1,1.374127834,0.000670633
Mamdc2,-0.562077289,0.0432086
Mamdc4,-0.339805498,0.6149
Maml1,0.06293856,0.886743
Maml2,-0.25805861,0.41372
Maml3,-0.350536443,0.314334
Mamld1,-0.855159628,0.13107
Mamstr,-0.889184868,0.171219
Man1a,0.673821808,0.00932252
Man1a2,0.360722323,0.142999
Man1b1,-0.051608215,0.898686
Man1c1,-0.320835481,0.286186
Man2a1,0.52070112,0.0224228
Man2a2,-0.115813765,0.70645
Man2b1,0.508614294,0.0323575
Man2b2,0.11010699,0.748111
Man2c1,-0.282187154,0.667028
Manba,0.040266094,0.932177
Manbal,0.045694485,0.934454
Manea,-0.471124037,0.182738
Maneal,-1.320055941,1
Manf,0.505002544,0.0801518
Mansc1,0.785182205,0.0267116
Maoa,-0.421067789,0.178157
Maob,-1.413424044,0.000670633
Map1lc3a,0.06274843,0.896531
Map1lc3b,0.141864365,0.640116
Map1s,-0.537621298,0.425826
Map2k1,0.521321207,0.0439087
Map2k2,0.336509096,0.236329
Map2k3,0.45920529,0.098352
Map2k4,0.685531483,0.00526709
Map2k5,-0.075538365,0.882267
Map2k6,-0.207946795,0.786547
Map2k7,-0.228393454,0.453629
Map3k1,-0.004753469,0.990403
Map3k10,-0.142036872,0.778338
Map3k11,-0.329830956,0.235949
Map3k12,-0.571373469,0.436437
Map3k13,-0.187337558,0.746704
Map3k14,-0.09156458,0.84892
Map3k15,-0.374794785,0.788338
Map3k2,0.10310386,0.763153
Map3k3,-0.421638888,0.111984
Map3k4,-0.278172917,0.381155
Map3k5,-0.530544664,0.0708152
Map3k6,-0.768458698,0.0384331
Map3k7,-0.107394888,0.74713
Map3k8,-0.107840933,0.829659
Map3k9,0.425921201,0.121134
Map4,0.064142769,0.988931
Map4k1,-0.681426228,0.299838
Map4k2,-1.048049984,0.000670633
Map4k3,-0.198363842,0.467268
Map4k4,-0.096618924,0.76946
Map4k5,0.085959031,0.891874
Map6d1,-0.833280969,1
Mapk1,0.214629626,0.47562
Mapk10,0.472973383,0.424666
Mapk11,0.203679918,0.612415
Mapk12,-1.089842667,0.0269578
Mapk13,1.478490484,0.000670633
Mapk14,0.101831107,0.919893
Mapk15,-0.679378338,0.15559
Mapk1ip1,-0.408749195,0.30701
Mapk1ip1l,0.241833664,0.381949
Mapk3,0.070183016,0.849185
Mapk4,0.652115973,0.342059
Mapk6,1.267717083,0.000670633
Mapk7,-0.340981984,0.34632
Mapk8,0.093932104,0.886528
Mapk8ip1,-0.579404712,0.162348
Mapk8ip2,-0.326090425,1
Mapk8ip3,-0.332631842,0.336041
Mapk9,-0.345967224,0.261044
Mapkap1,0.027309448,0.952667
Mapkapk2,0.067182538,0.853154
Mapkapk3,1.466549762,0.00319404
Mapkapk5,-0.037312867,0.963587
Mapkbp1,-0.198329961,0.486805
Mapksp1,0.246759078,0.537917
Mapre1,-0.019635052,0.961608
Mapre2,-0.546881182,0.0386743
Mapre3,-0.196630815,0.580867
Mapt,-2.225762936,0.000670633
1-Mar,0.140791067,0.732876
10-Mar,-1.251408041,1
11-Mar,0,1
2-Mar,-0.311918992,0.508274
3-Mar,0.315941076,0.657306
4-Mar,-0.15742366,0.781785
5-Mar,0.223866583,0.548005
6-Mar,-0.004264157,0.993486
7-Mar,0.356770687,0.211106
8-Mar,-0.066077058,0.85872
9-Mar,0.487672013,0.349402
Marcks,0.099988525,0.757562
Marcksl1,1.421667694,0.000670633
Marcksl1-ps4,1.249725463,0.151074
Marco,-0.630026942,0.0616716
Mare,-0.8499578,0.623492
Mark1,1.088097814,0.0027341
Mark2,0.419804327,0.0923584
Mark3,0.016239868,0.972346
Mark4,0.082125533,0.861009
Mars,0.17070079,0.654888
Mars2,0.425887901,0.379229
Marveld1,-0.249529691,0.345988
Marveld2,0.099351545,0.818113
Marveld3,1.521742744,0.000670633
Mas1,0.549610569,1
Masp1,-0.838926343,0.0981962
Masp2,-0.916571908,1
Mass1,0,1
Mast1,0.853354421,0.386102
Mast2,-0.010372131,0.98067
Mast3,-0.373107473,0.26432
Mast4,0.907804841,0.000670633
Mastl,2.225348034,0.000670633
Mat1a,0.10242773,0.849473
Mat2a,0.127866504,0.660845
Mat2b,-0.070839984,0.863976
Mater,0.001496895,1
Matk,1.471038843,0.00895825
Matn1,1.754750707,1
Matn2,-0.076904087,0.92208
Matn3,-0.434687017,1
Matn4,-0.572773573,0.0906193
Matr3,-0.050450737,0.901583
Mau2,-0.007958143,0.986621
Mavs,0.167080134,0.602081
Max,0.1162213,0.74656
Maz,0.107638993,0.755948
Mb,-3.650688934,0.0212526
Mbd1,-0.300819998,0.336659
Mbd2,0.11416198,0.728193
Mbd3,0.175870156,0.788977
Mbd3l1,0,1
Mbd3l2,0,1
Mbd4,-0.072824665,0.919273
Mbd5,-0.356453228,0.349324
Mbd6,0.172511563,0.689703
Mbip,-0.173968775,0.647461
Mbl1,-1.24061794,0.160033
Mbl2,0,1
Mblac1,0.128910604,0.903236
Mblac2,-0.272091142,0.823322
Mbnl1,-0.113274034,0.771811
Mbnl2,0.101075606,0.752734
Mbnl3,0.895040546,0.00319404
Mboat1,2.698506141,0.000670633
Mboat2,0.947115163,0.0331328
Mboat4,0.265380727,1
Mboat7,0.260232566,0.366119
Mbp,0.338001233,0.202545
Mbp2,-0.287881491,1
Mbtd1,0.156989959,0.661862
Mbtps1,-0.000409385,0.998948
Mbtps2,0.189911067,0.643923
Mc1r,0,1
Mc2r,0,1
Mc3r,0,1
Mc4r,-0.245808385,1
Mc5r,-1.357656303,1
Mca32,-0.406928326,0.836289
Mcam,-0.399856571,0.119799
Mcart1,0.138141232,0.643088
Mcart6,-0.905511909,0.140661
Mcat,0.142872502,0.787273
Mcc,-1.096701865,0.000670633
Mcca,0.816164579,1
Mccc1,-0.349786557,0.388721
Mccc2,-0.067993593,0.912867
Mcee,-0.064094924,0.925107
Mcf2,-0.092468345,1
Mcf2l,-0.71828314,0.00965017
Mcfd2,0.211915928,0.456418
Mchr1,-1.167976835,0.154581
Mcl,1.252941789,0.797546
Mcl1,0.205894004,0.425014
Mcm10,2.439463549,0.000670633
Mcm2,0.707591659,0.0242319
Mcm3,0.353766652,0.262524
Mcm3ap,-0.168673205,0.656094
Mcm4,0.334704395,0.270367
Mcm5,1.174810209,0.000670633
Mcm6,1.217614979,0.000670633
Mcm7,0.634368537,0.0736114
Mcm8,0.229723543,0.745725
Mcm9,0.22601759,0.714735
Mcmbp,0.171213088,0.634436
Mcoln1,-0.077502355,0.85915
Mcoln2,1.659447092,0.000670633
Mcoln3,0.245842246,0.534367
Mcph1,0.827528413,0.110806
Mcpt-ps1,7.393433362,0.000670633
Mcpt1,5.58970828,0.000670633
Mcpt2,3.62871436,0.0027341
Mcpt4,-2.788907892,0.357499
Mcpt8,1.449898554,0.133278
Mcpt9,0.589495054,1
Mcrs1,-0.162618396,0.809133
Mctp1,0.214057683,0.566083
Mctp2,1.34899266,0.000670633
Mcts1,0.356885992,0.329595
Mcts2,0.178930796,0.931073
Mdc1,-0.234675456,0.423774
Mdfi,1.541049321,0.000670633
Mdfic,-0.18120199,0.543035
Mdga1,0.454350051,1
Mdga2,-0.053248927,1
Mdh1,0.398936721,0.138685
Mdh1b,-1.367696889,0.0636916
Mdh2,0.370140835,0.185194
Mdk,1.125725832,0.0922113
Mdl1,0,1
Mdm1,-1.099725177,0.0204502
Mdm2,0.196277178,0.499215
Mdm4,-0.026487067,0.974418
Mdmx,-0.340826745,0.600879
Mdn1,0.130211569,0.86243
Mdp1,-0.088721623,0.837954
Me1,1.305234659,0.000670633
Me2,-0.19648529,0.563516
Me3,-1.353607517,0.0955706
Mea1,0.265440557,0.651232
Meaf6,0.018312105,0.984281
Mecom,0.30179444,0.331056
Mecp2,-0.559647174,0.0345974
Mecr,0.277371948,0.562435
Med1,0.069300514,0.868075
Med10,0.253828749,0.56072
Med11,0.074460939,0.907154
Med12,-0.42115858,0.217057
Med12l,0.748891034,0.418332
Med13,0.1057726,0.81452
Med13l,0.255230326,0.321825
Med14,0.403718418,0.194785
Med15,0.147061559,0.646501
Med16,-0.188014375,0.581828
Med17,0.084101283,0.927564
Med18,0.008990426,0.990425
Med19,0.075810718,0.939133
Med20,0.006537026,0.989568
Med21,0.072693628,0.908127
Med22,0.115474588,0.746704
Med23,0.187934282,0.540529
Med24,0.058954414,0.893749
Med25,0.022663178,0.96222
Med26,-0.032397541,0.961246
Med27,-0.148490401,0.79163
Med28,-0.216103349,0.518838
Med29,0.058688772,0.94036
Med30,-0.127568652,0.819123
Med31,-0.347085869,0.522669
Med4,-0.154331405,0.731753
Med6,-0.058691218,0.92741
Med7,0.286262997,0.468343
Med8,0.199405336,0.602378
Med9,-0.364092225,0.440111
Mef2a,-0.793097427,0.0116745
Mef2b,-1.116896182,0.577771
Mef2c,-1.034473095,0.00680343
Mef2d,0.063499571,0.876709
Mefv,1.339071433,0.00789347
Meg3,1.435305612,0.000670633
Megf10,-0.302532166,1
Megf11,2.736531565,0.000670633
Megf12,-1.90841692,0.449967
Megf6,-1.716763821,0.000670633
Megf8,-0.439671536,0.112134
Megf9,-0.12619861,0.742753
Mei1,0,1
Mei4,0.378071878,1
Meig1,-1.124338491,0.128646
Meis1,-1.487472283,0.000670633
Meis2,-1.087361295,0.0204502
Meis3,0.347521428,0.451198
Mek5,0.642818329,1
Melk,3.540656225,0.000670633
Memo1,0.723741251,0.0333718
Men1,-0.116046835,0.767674
Meox1,-0.804202047,0.113768
Meox2,-1.635617683,0.00124178
Mep-1beta,0,1
Mep1a,0.541299993,1
Mep1b,1.191518434,1
Mepce,-0.25247103,0.404809
Mepe,0,1
Mertk,-0.251262228,0.396369
Mesdc1,0.08758412,0.822894
Mesdc2,-0.236895615,0.44659
Mesp1,-0.895387292,0.225215
Mesp2,-1.271583272,0.0730309
Mest,-0.391398604,0.59226
Met,1.141601831,0.000670633
Metap1,0.474932286,0.100639
Metap1d,-0.075292588,0.937646
Metap2,0.250312229,0.367795
Metrn,-0.82645483,0.185755
Metrnl,0.95358207,0.00363394
Mets1,4.783425223,0.397028
Mett10d,-0.003403667,0.994245
Mett11d1,0.509266272,0.194024
Mett5d1,-0.527713829,0.400168
Mettl1,0.778691101,0.0911326
Mettl10,-0.132755981,0.829659
Mettl11a,0.121918757,0.837087
Mettl11b,0,1
Mettl13,-0.120582905,0.895447
Mettl14,-0.088479106,0.855149
Mettl2,0.143104569,0.749009
Mettl3,-0.070658478,0.944972
Mettl4,-0.24520085,0.634961
Mettl4-ps1,0.350138509,1
Mettl5,-0.044218602,0.973004
Mettl6,-0.117318669,0.791274
Mettl7a1,-0.585744783,0.0185323
Mettl7a2,-0.695602839,0.1457
Mettl7b,2.830277834,0.519868
Mettl8,-0.110283959,0.849428
Mettl9,0.357122282,0.533259
Mex3a,1.362080805,0.00752344
Mex3b,0.315553921,0.562626
Mex3c,0.202725336,0.495195
Mex3d,-0.318519621,0.453513
Mfap1a,-0.236652598,0.435165
Mfap1b,-0.300294082,0.384931
Mfap2,-2.117921039,0.000670633
Mfap3,-0.11810236,0.753433
Mfap3l,0.700637392,0.00605
Mfap4,-0.601153603,0.0282811
Mfap5,0.090839909,0.872964
Mff,0.002937921,0.997918
Mfge8,0.623353511,0.00680343
Mfhas1,-0.688899736,0.0242319
Mfi2,2.346196704,1
Mfn1,-0.142497714,0.760932
Mfn2,-0.023419145,0.95878
Mfng,-1.439901479,0.000670633
Mfrp,-0.055651095,1
Mfsd1,0.172892914,0.538463
Mfsd10,-0.081758,0.960521
Mfsd11,0.476700544,0.113246
Mfsd2a,0.493940312,0.140181
Mfsd2b,-0.804896834,0.216543
