naive_hESC_rep1	naive_hESC_rep2	naive_hESC_rep3	naive_hESC_rep4	primed_hESC_rep1	primed_hESC_rep2	primed_hESC_rep3	primed_hESC_rep4	exonlength
LOC728369	0	0	0	0	0	0	0	0	12736
LOC728373	0	0	0	0	0	0	0	0	12736
LOC728377	105	136	162	167	90	85	270	433	4191
LOC728379	0	0	0	0	0	0	0	0	12736
LOC728392	12	23	23	22	26	11	17	19	1491
LOC728393	0	0	0	0	0	0	0	0	12736
LOC728400	0	0	0	0	0	0	0	0	12736
LOC728405	0	0	0	0	0	0	0	0	12736
LOC728407	68	99	174	120	109	96	123	145	1407
LOC728431	0	0	1	2	4	2	0	4	1424
LOC728437	0	0	0	0	0	0	1	0	1111
LOC728463	0	0	0	3	2	1	1	0	554
LOC728537	7	5	14	6	25	27	14	18	1359
LOC728554	739	890	425	471	374	351	358	487	1821
LOC728558	124	181	425	259	174	236	144	265	4256
LOC728606	39	52	133	104	82	118	56	107	2596
LOC728613	50	64	144	127	117	138	91	117	2572
LOC728640	37	55	36	35	61	67	88	68	2518
LOC728643	188	203	116	119	113	109	123	123	541
LOC728716	0	0	0	0	0	0	0	0	565
LOC728723	24	21	35	32	29	43	28	56	1138
LOC728724	0	0	0	0	1	0	1	0	1150
LOC728730	44	65	158	95	84	103	78	127	2511
LOC728739	15	11	12	18	9	13	11	8	621
LOC728743	18	17	16	24	64	77	76	127	3366
LOC728752	83	87	205	184	19	27	4	44	1413
LOC728758	150	165	177	141	80	112	70	105	2345
LOC728819	9	6	4	3	7	4	9	5	1169
LOC728855	7	11	13	9	12	18	14	28	3375
LOC728875	7	12	12	10	16	10	12	34	1532
LOC728978	16	12	17	11	2	2	1	0	645
LOC728989	2	6	6	3	4	4	2	2	1070
LOC729013	17	5	3	9	15	22	20	24	1110
LOC729020	28	26	27	43	27	14	22	29	2129
LOC729041	13	21	20	21	0	2	0	1	1258
LOC729059	0	0	0	0	3	1	2	0	507
LOC729080	81	88	31	50	43	63	58	56	1069
LOC729121	0	5	1	3	12	9	5	11	1579
LOC729156	1	1	0	0	2	1	0	1	2415
LOC729176	17	9	13	13	38	21	24	23	2155
LOC729177	34	36	61	51	99	198	67	176	2292
LOC729178	18	14	5	4	2	2	2	9	3061
LOC729234	3	6	5	4	0	3	3	4	848
LOC729264	3	4	0	2	0	0	0	0	1417
LOC729444	37	24	77	49	168	130	56	92	3174
LOC729506	1	0	0	1	1	0	0	1	1585
LOC729513	164	219	364	327	192	240	187	251	1885
LOC729603	106	173	357	258	164	232	139	232	3130
LOC729609	2	9	16	15	8	16	3	8	626
LOC729668	0	0	0	1	1	2	0	4	1558
LOC729678	5	12	13	7	12	11	7	19	5632
LOC729683	11	28	45	33	33	49	21	37	2347
LOC729737	277	328	1012	718	324	427	250	514	5471
LOC729739	51	53	53	67	34	32	14	24	489
LOC729799	39	23	37	13	11	16	16	17	2571
LOC729852	212	141	127	199	215	193	194	154	2266
LOC729862	2	1	1	2	0	1	0	1	443
LOC729911	0	0	0	0	0	0	0	0	691
LOC729950	0	0	0	0	0	0	0	0	2318
LOC729966	0	0	0	0	0	0	0	0	683
LOC729970	5	6	6	5	22	23	17	28	948
LOC729987	30	27	68	52	179	237	266	142	2262
LOC730091	13	16	17	20	11	27	16	30	3334
LOC730101	24	54	45	41	90	67	46	77	7333
LOC730102	8	2	2	5	74	106	67	77	2964
LOC730159	0	0	2	1	2	0	0	0	629
LOC730227	13	27	35	50	12	26	21	25	5289
LOC730441	0	0	0	0	1	1	0	1	2052
LOC730668	5	8	18	16	15	17	11	21	4161
LOC730755	0	0	0	0	1	0	0	0	851
LOC730811	0	0	0	0	0	0	0	1	3240
LOC731223	0	0	1	0	0	1	0	1	485
LOC731275	530	755	2158	1734	623	699	518	929	3816
LOC731424	71	88	278	216	81	123	70	145	3388
LOC731779	2	1	2	2	0	1	0	0	792
LOC731789	6	14	30	10	5	7	2	7	6099
LOC732275	0	0	0	0	0	0	0	0	2611
LOC79015	15	22	21	12	0	4	0	2	1152
LOC80054	8	31	23	21	14	10	8	12	2200
LOC81691	50	69	67	72	105	123	105	144	8288
LOC84856	43	54	114	70	20	27	19	38	2301
LOC84931	0	0	0	0	0	0	0	0	2014
LOC84989	1	3	5	2	17	25	12	22	1333
LOC90246	0	0	1	0	3	2	0	2	2751
LOC90499	0	0	0	2	3	6	2	4	2395
LOC90784	394	235	314	283	255	321	286	355	3652
LOC90834	148	209	512	408	174	232	104	229	2420
LOC91149	0	0	1	1	2	8	3	8	4617
LOC91450	1	3	6	3	1	3	3	2	992
LOC91948	131	148	399	296	273	392	214	399	2857
LOC92249	224	188	317	389	333	343	432	325	2882
LOC93432	0	0	1	0	0	0	0	0	1578
LOC93622	252	268	124	158	165	171	128	173	1666
LOC96610	290	396	266	222	83	77	109	136	2000
LOH12CR1	41	63	48	44	25	18	25	46	2081
LOH12CR2	51	65	182	116	66	74	47	106	1536
LONP1	1005	1301	776	793	96	106	55	168	3093
LONP2	914	938	765	1004	663	556	541	660	4327
LONRF1	994	1004	847	987	441	356	384	465	3572
LONRF2	29	51	101	69	77	86	95	102	13900
LONRF3	1	1	0	1	2	6	2	5	5070
LOR	0	0	0	0	0	0	0	1	1227
LOX	14	12	42	12	204	64	74	44	9557
LOXHD1	0	0	0	0	4	10	4	11	14553
LOXL1	15	28	14	15	15	11	8	7	2354
LOXL2	21	26	45	24	151	90	109	121	3796
LOXL3	11	20	18	23	65	78	48	89	3107
LOXL4	36	25	72	39	47	32	12	29	3642
LPA	1	1	2	5	3	1	0	6	6449
LPAL2	23	33	112	90	149	229	118	195	3987
LPAR1	19	19	31	26	63	51	79	64	6249
LPAR2	699	1059	757	507	88	105	58	98	1791
LPAR3	8	8	8	9	36	40	33	77	1718
LPAR4	2	3	5	5	74	68	181	99	2615
LPAR5	26	49	32	58	19	10	14	15	5546
LPAR6	30	24	46	13	45	71	47	48	7983
LPCAT1	1036	1515	1420	1693	671	753	607	957	3932
LPCAT2	151	181	380	295	314	355	276	338	5374
LPCAT3	1237	1273	1712	1899	270	247	190	354	2284
LPCAT4	597	721	839	786	87	103	53	109	1894
LPGAT1	488	622	649	732	653	461	441	495	7774
LPHN1	1381	1657	2142	2315	554	544	368	734	15652
LPHN2	1695	1612	1916	2397	4292	3375	5764	4163	5686
LPHN3	96	116	71	83	509	425	504	570	6102
LPIN1	2359	2323	1973	2065	235	186	141	150	5336
LPIN2	1147	1357	1284	1425	318	231	272	318	6209
LPIN3	42	83	151	107	51	62	38	51	4343
LPL	0	0	0	0	7	10	34	32	3737
LPO	0	0	0	0	1	2	1	1	8564
LPP	1424	1296	2332	2162	6352	5672	6552	5700	54214
LPP-AS2	6	5	13	7	16	11	13	27	2882
LPPR1	0	0	1	1	5	14	12	11	4761
LPPR2	24	61	71	94	6	6	5	6	5375
LPPR3	6	1	13	13	7	4	5	3	2350
LPPR4	1	0	1	0	37	68	140	116	9857
LPPR5	0	0	0	0	28	32	43	29	8003
LPXN	7	14	11	14	29	53	33	41	3750
LRAT	30	51	95	63	394	505	536	506	4885
LRBA	3041	3673	2503	2941	2959	2596	3773	3864	19688
LRCH1	280	451	285	311	310	238	209	289	15716
LRCH2	26	28	27	42	298	276	332	205	9758
LRCH3	325	237	364	354	501	481	471	551	2239
LRCH4	110	177	328	288	22	17	16	36	3183
LRFN1	10	15	14	17	17	11	11	15	3130
LRFN2	0	0	0	0	1	0	0	2	3141
LRFN3	22	39	56	52	24	17	8	24	2512
LRFN4	26	44	42	32	9	10	4	12	2526
LRFN5	56	89	126	140	201	175	115	102	3726
LRG1	42	44	97	64	19	33	16	31	1778
LRGUK	9	17	8	14	183	175	173	168	2680
LRIF1	621	407	431	703	251	243	459	285	5135
LRIG1	722	932	937	1079	672	756	749	1226	4743
LRIG2	1201	1322	1410	1233	412	422	451	552	3997
LRIG3	457	440	444	570	1368	841	323	273	7646
LRIT1	1	0	0	0	2	0	0	0	2297
LRIT2	16	13	13	21	1	0	0	0	3085
LRIT3	5	7	7	6	17	6	4	9	3621
LRMP	7	1	1	2	7	5	8	1	8314
LRP1	993	1031	1502	1115	1183	1013	851	1621	14799
LRP10	223	254	279	356	56	33	19	59	3243
LRP11	134	150	97	151	362	272	312	332	3611
LRP12	92	83	94	121	189	156	143	195	8228
LRP1B	219	248	104	95	14	9	5	7	16440
LRP2	460	366	478	375	532	235	86	136	15656
LRP2BP	109	112	194	133	176	218	174	199	5150
LRP3	9	15	23	28	11	10	10	10	3691
LRP4	948	1450	1024	952	241	187	158	237	8189
LRP5	71	91	146	141	65	64	54	94	5105
LRP5L	10	31	44	44	34	54	29	52	5259
LRP6	4934	5611	5263	5886	2684	2104	2451	3218	10060
LRP8	217	344	480	456	918	1096	1282	1380	29566
LRPAP1	1742	1713	2628	2308	398	471	284	562	10528
LRPPRC	9228	9144	6177	7552	2851	2619	4357	4067	6581
LRR1	143	160	105	145	90	128	127	99	6568
LRRC1	119	140	121	95	159	124	132	114	3166
LRRC10	2	1	4	6	2	2	2	0	2597
LRRC10B	0	1	0	0	0	0	0	1	2218
LRRC14	74	85	117	87	42	28	27	38	5349
LRRC14B	0	0	0	0	0	0	0	0	1571
LRRC15	0	0	0	0	2	1	3	0	11818
LRRC16A	378	352	359	500	1527	1377	2102	1865	10770
LRRC16B	8	20	41	21	47	34	14	43	4560
LRRC17	1	4	7	5	13	11	36	12	4478
LRRC18	0	0	0	0	0	0	0	0	1617
LRRC19	22	33	67	44	47	72	35	79	3603
LRRC2	155	213	269	245	173	224	151	252	5126
LRRC20	18	40	16	20	35	37	16	40	8981
LRRC23	15	23	20	22	17	6	4	14	4735
LRRC24	0	0	0	0	0	0	0	0	1767
LRRC25	66	77	190	130	69	123	56	103	2401
LRRC26	0	0	1	0	0	0	0	0	1193
LRRC27	164	257	556	429	218	316	152	329	21528
LRRC28	79	62	55	78	80	86	57	92	1440
LRRC29	0	0	1	1	0	0	0	0	2759
LRRC3	68	83	143	131	50	50	25	50	2503
LRRC30	0	0	0	0	0	0	0	0	905
LRRC31	0	0	0	0	0	2	0	0	2456
LRRC32	30	41	46	49	41	20	4	9	8513
LRRC33	162	150	207	278	13	16	20	28	2461
LRRC34	77	128	121	141	113	124	122	78	5429
LRRC36	0	1	0	0	2	1	5	1	4507
LRRC37A	113	126	187	170	239	321	259	350	10323
LRRC37A2	122	144	227	206	254	386	256	387	10321
LRRC37A3	146	127	152	156	272	366	292	382	5651
LRRC37A4	84	115	353	274	1911	2186	1747	3027	15585
LRRC37B	221	238	298	346	407	432	484	433	3015
LRRC37BP1	482	593	783	640	491	505	468	579	4588
LRRC38	3	1	1	1	0	2	4	2	1906
LRRC39	2	5	12	2	6	10	12	10	7460
LRRC3B	0	0	0	0	11	18	30	26	1689
LRRC3C	0	0	0	0	0	0	0	0	876
LRRC4	36	49	99	67	144	139	182	177	3705
LRRC40	251	249	234	349	644	586	825	515	2930
LRRC41	664	713	816	1068	131	124	85	162	2938
LRRC42	200	248	159	203	249	219	243	280	3525
LRRC43	0	5	2	3	0	0	0	1	3915
LRRC45	10	12	30	20	1	7	2	6	2582
LRRC46	1	2	3	3	1	1	0	3	1914
LRRC47	1697	1597	1174	1632	338	367	372	411	2641
LRRC48	20	27	35	22	23	17	10	15	8348
LRRC49	54	38	53	53	82	77	130	127	8520
LRRC4B	10	19	31	23	4	2	0	0	2954
LRRC4C	1	1	3	2	12	12	11	9	4052
LRRC52	0	0	0	0	0	0	0	0	1120
LRRC55	0	0	0	2	7	10	8	11	5405
LRRC56	30	36	121	74	38	50	25	32	2760
LRRC57	396	378	795	680	302	393	282	384	2409
LRRC58	872	805	1158	1268	1366	1326	1631	1487	7679
LRRC59	2021	1939	1285	1879	563	461	389	516	2908
LRRC6	17	22	13	27	61	54	126	74	1570
LRRC61	54	69	59	96	25	28	18	51	3751
LRRC66	0	2	0	0	1	3	0	4	3325
LRRC69	7	10	5	8	11	13	3	4	1315
LRRC7	0	0	0	0	33	19	4	5	6220
LRRC70	3	10	4	5	21	54	45	41	2247
LRRC71	3	3	6	3	1	1	4	4	1956
LRRC72	0	0	0	0	0	0	0	0	928
LRRC73	0	0	0	3	1	1	1	0	2115
LRRC8A	608	545	597	613	367	385	266	418	13213
LRRC8B	133	205	162	205	883	908	973	1015	15517
LRRC8C	11	2	11	8	154	110	202	167	7204
LRRC8D	697	686	612	754	1149	1342	1815	1392	7555
LRRC8E	114	151	111	113	22	30	21	44	3599
LRRCC1	158	159	176	203	501	469	816	370	3856
LRRD1	0	0	0	0	0	1	0	0	2656
LRRFIP1	1790	2005	1842	2585	2513	2190	3206	2769	20871
LRRFIP2	674	687	614	758	548	409	637	564	9530
LRRIQ1	2	1	1	1	23	26	45	27	5417
LRRIQ3	1	0	0	1	1	0	1	1	2854
LRRIQ4	1	5	1	11	4	3	2	2	1819
LRRK1	53	94	114	125	45	49	30	35	7597
LRRK2	4	5	3	3	20	10	7	12	9173
LRRN1	63	37	62	74	6114	6261	10929	6461	3821
LRRN2	3	5	7	3	10	7	6	7	6395
LRRN3	0	2	10	8	14	22	11	15	10876
LRRN4	1	0	2	2	14	8	4	3	2685
LRRN4CL	48	72	168	126	45	105	35	94	2583
LRRTM1	8	4	13	13	3	10	5	1	2210
LRRTM2	56	38	79	50	86	132	72	151	5626
LRRTM3	1	1	3	3	45	86	40	69	5606
LRRTM4	125	116	82	93	269	356	219	290	6775
LRSAM1	15	30	41	34	35	33	30	51	12366
LRTM1	5	4	7	8	2	10	1	11	1274
LRTM2	8	0	2	4	0	0	0	3	11874
LRTOMT	216	265	633	460	253	361	218	458	10039
LRWD1	69	66	74	56	6	9	7	16	2183
LSAMP	89	115	232	153	152	98	156	157	9471
LSAMP-AS3	0	0	0	0	3	1	0	2	2098
LSG1	1633	1674	1392	1637	594	649	631	738	3558
LSM1	513	477	238	372	195	139	151	188	3078
LSM10	143	156	103	150	31	24	20	34	848
LSM11	42	65	74	72	15	16	6	15	2557
LSM12	3628	3786	3114	5047	1266	1400	1153	1791	2478
LSM14A	3456	3372	2428	3711	2211	1787	1859	2476	7466
LSM14B	103	116	125	133	159	171	180	185	2585
LSM2	125	107	45	66	33	41	22	49	5250
LSM3	792	600	364	658	428	354	685	391	691
LSM4	1012	1044	670	823	232	239	146	282	3599
LSM5	364	361	215	267	265	235	225	226	9840
LSM6	402	445	164	157	106	82	81	95	783
LSM7	58	53	65	56	11	17	5	14	516
LSMD1	73	54	64	79	9	5	1	3	997
LSP1	5	4	4	7	0	0	1	0	8980
LSR	430	377	301	352	217	192	160	218	6546
LSS	271	314	342	312	88	116	78	120	15477
LST1	0	0	0	0	1	0	0	0	41584
LTA	1	0	1	0	0	0	0	2	19859
LTA4H	1077	1209	681	740	1238	1053	1210	1404	6365
LTB	0	0	0	0	0	0	0	0	13868
LTB4R	186	260	399	292	196	273	159	216	7016
LTB4R2	8	10	12	11	5	2	0	3	3060
LTBP1	413	454	488	655	1114	688	538	662	26598
LTBP2	89	97	66	87	93	50	40	36	8518
LTBP3	17	26	47	25	14	20	9	22	13738
LTBP4	150	245	313	280	51	44	20	72	15041
LTBR	177	215	265	272	8	14	5	14	2095
LTC4S	2	1	1	1	0	0	0	0	662
LTF	0	0	0	3	1	1	1	8	5038
LTK	1	0	1	2	1	0	0	0	8751
LTN1	989	1080	732	1002	615	565	764	674	7726
LTV1	1404	1426	772	1147	385	279	807	522	1803
LUC7L	826	1135	1075	848	387	329	208	493	3513
LUC7L2	1005	1104	697	905	456	388	499	563	7654
LUC7L3	4350	4043	5276	5325	4868	4881	6917	5866	5508
LUM	0	0	5	0	375	95	11	6	2113
LURAP1	17	21	47	21	7	15	12	18	1847
LURAP1L	0	2	0	0	6	1	0	1	2688
LUST	91	165	288	181	146	200	110	216	1385
LUZP1	1602	1568	1421	1919	2737	2378	5242	3439	16899
LUZP2	26	41	75	46	38	38	214	186	15727
LUZP4	453	426	246	377	1	3	0	0	1724
LUZP6	0	0	0	0	0	0	0	0	3880
LXN	12	6	13	13	40	54	78	53	1110
LY6D	0	0	0	0	0	0	0	0	799
LY6E	295	269	229	376	4	3	2	6	2339
LY6G5B	23	46	79	60	20	11	13	20	5397
LY6G5C	3	7	10	2	1	1	1	1	5061
LY6G6C	0	0	2	1	0	1	0	0	6146
LY6G6D	0	0	0	1	0	0	0	0	2793
LY6G6E	0	0	0	0	0	0	0	0	8519
LY6G6F	0	0	0	0	0	0	0	0	6244
LY6H	0	0	0	0	0	0	0	0	2854
LY6K	0	0	0	1	0	0	0	0	5336
LY75	79	108	255	175	132	170	103	171	6895
LY75-CD302	0	0	0	0	0	0	0	0	17593
LY86	0	0	0	0	0	0	0	0	874
LY86-AS1	14	27	13	23	24	15	37	22	2015
LY9	0	0	0	1	0	0	1	0	3852
LY96	0	1	0	0	0	0	0	0	1131
LYAR	1138	1173	703	1132	364	328	376	440	3018
LYG1	12	17	25	9	11	17	14	15	983
LYG2	9	8	10	8	11	22	13	14	862
LYL1	0	0	0	1	0	1	0	0	1784
LYN	874	1025	584	788	230	179	323	307	8227
LYNX1	5	12	6	7	2	1	0	1	16099
LYPD1	0	2	0	0	2	0	2	2	4651
LYPD2	0	0	0	1	0	0	0	0	531
LYPD3	24	17	34	33	6	2	7	3	1701
LYPD4	0	0	0	2	0	0	0	0	1787
LYPD5	25	30	35	25	8	7	10	7	4964
LYPD6	1	4	2	10	90	53	57	100	8180
LYPD6B	6	3	5	2	23	13	7	11	1566
LYPLA1	3400	3308	1835	2775	1605	1377	1500	1299	2565
LYPLA2	265	324	297	363	41	40	42	83	1614
LYPLAL1	79	71	38	54	95	139	80	73	1887
LYRM1	76	63	61	71	99	90	101	102	4571
LYRM2	351	312	345	350	189	173	164	183	21719
LYRM4	356	311	265	231	193	235	174	284	3881
LYRM5	30	35	21	27	43	30	33	24	1132
LYRM7	482	553	1044	830	582	680	508	726	6208
LYSMD1	118	127	81	80	15	19	11	32	4288
LYSMD2	0	2	2	1	1	9	2	8	2787
LYSMD3	327	235	201	299	359	352	363	298	4257
LYSMD4	71	107	97	72	58	67	75	71	2877
LYST	1153	1213	949	1335	98	68	44	41	13423
LYVE1	0	0	0	0	4	2	4	5	2494
LYZ	137	198	525	302	204	256	124	281	1512
LYZL1	0	0	0	0	0	0	0	0	807
LYZL2	0	0	0	0	0	0	0	0	769
LYZL4	0	0	0	0	0	0	0	0	867
LYZL6	0	0	0	0	0	0	0	0	1860
LZIC	437	405	176	276	126	78	86	109	1400
LZTFL1	134	133	121	209	172	166	285	191	3388
LZTR1	100	183	218	122	75	88	37	81	4294
LZTS1	148	161	126	192	31	40	28	44	5456
LZTS2	27	71	58	82	44	65	30	63	2843
M1	2	5	2	1	0	1	1	1	969
M6PR	760	885	866	908	212	221	166	311	4862
MAB21L1	9	6	9	9	7	9	7	10	2906
MAB21L2	7	12	42	16	27	23	3	21	2768
MAB21L3	431	390	1651	1432	2941	3778	3918	2131	3222
MACC1	86	113	294	208	568	628	460	569	9151
MACF1	4400	5321	5296	4758	10699	8710	11189	13960	17776
MACROD1	8	13	13	4	1	2	3	4	1246
MACROD2	4	9	3	4	56	22	30	17	9255
MACROD2-AS1	0	0	1	0	1	5	1	6	670
MAD1L1	73	86	65	66	15	16	11	20	8080
MAD2L1	364	354	158	224	170	188	163	146	1431
MAD2L1BP	323	303	270	327	68	96	70	75	2819
MAD2L2	456	457	305	343	142	158	130	276	2253
MADCAM1	1	6	3	6	2	5	3	5	2804
MADD	335	478	554	532	248	222	226	347	57963
MAEA	402	398	340	397	116	128	108	160	4238
MAEL	479	392	303	416	5	2	7	4	1719
MAF	0	7	5	1	85	53	61	68	9522
MAF1	373	426	348	502	65	57	44	110	1767
MAFA	92	63	63	76	3	2	0	5	2372
MAFB	0	6	1	3	13	8	14	14	3359
MAFF	38	49	67	52	35	62	28	42	9488
MAFG	655	808	762	813	105	106	61	152	10102
MAFG-AS1	4	3	6	7	3	4	1	5	1893
MAFIP	20	15	32	39	0	0	0	1	2169
MAFK	3	8	9	10	2	0	0	2	3347
MAG	3	0	0	0	0	0	1	0	7291
MAGEA1	3	12	1	2	0	0	0	0	1706
MAGEA10	51	63	163	118	74	99	56	112	8052
MAGEA10-MAGEA5	1	0	1	0	0	0	0	0	1869
MAGEA11	0	0	0	0	1	2	0	0	3759
MAGEA12	1	0	0	0	1	0	0	0	5288
MAGEA2	0	0	0	0	0	0	0	0	11818
MAGEA2B	0	0	0	0	0	0	0	0	3228
MAGEA3	0	0	0	0	1	0	0	0	1721
MAGEA4	0	1	0	2	3	1	2	2	6872
MAGEA5	0	0	0	0	0	0	0	0	1661
MAGEA6	0	0	0	2	1	0	1	0	3454
MAGEA8	12	9	6	13	2	3	0	3	6019
MAGEA9	0	0	0	0	0	0	0	0	3606
MAGEA9B	0	0	0	0	0	0	0	0	3620
MAGEB1	132	103	69	135	2	0	1	3	5346
MAGEB10	35	50	127	73	42	65	32	60	1950
MAGEB16	2	8	1	2	0	0	0	0	1816
MAGEB18	0	0	0	0	0	0	0	0	1809
MAGEB2	477	459	325	626	0	0	0	3	1610
MAGEB3	0	2	0	0	3	1	0	1	2301
MAGEB4	0	0	0	0	0	0	0	0	2251
MAGEB6	2	3	3	8	1	0	0	0	1947
MAGEC1	28	26	27	37	1	0	0	0	4317
MAGEC2	1	2	4	3	0	0	0	0	1991
MAGEC3	0	0	0	0	1	0	0	0	3626
MAGED1	741	819	760	753	2387	1695	1163	1429	8265
MAGED2	413	467	527	600	222	177	139	164	6230
MAGED4	0	0	0	0	0	0	0	0	4964
MAGED4B	0	0	0	0	0	0	0	1	20752
MAGEE1	5	3	9	7	13	8	8	15	3700
MAGEE2	0	2	0	1	2	7	3	5	2256
MAGEF1	113	207	107	148	184	155	147	177	1681
MAGEH1	36	21	14	27	94	46	18	21	1461
MAGEL2	38	41	37	67	33	16	9	4	4297
MAGI1	585	590	699	790	1350	1283	1809	2068	20403
MAGI2	13	25	9	6	800	794	806	1010	6858
MAGI2-AS3	76	91	217	151	132	142	95	135	11330
MAGI3	220	208	210	230	348	212	370	319	13715
MAGIX	0	0	2	1	0	1	1	0	8581
MAGOH	71	61	71	92	29	36	33	36	751
MAGOHB	333	319	225	252	188	177	325	246	3029
MAGT1	936	1041	1218	1192	467	432	347	514	4011
MAK	85	101	197	155	193	296	158	252	11583
MAK16	1626	1327	901	1387	594	572	813	767	3564
MAL	1	0	0	1	0	0	0	0	3624
MAL2	216	210	120	225	2049	1775	3055	2031	2814
MALAT1	18931	34094	82293	50527	58295	50832	53517	57392	8706
MALL	73	86	138	122	64	99	71	84	3057
MALSU1	718	803	291	412	155	167	201	199	751
MALT1	339	359	275	315	277	220	216	204	9992
MAMDC2	5	1	4	3	128	133	154	147	3604
MAMDC4	19	30	38	27	13	13	1	8	3633
MAML1	1060	1058	1015	1314	533	600	511	671	5718
MAML2	9	17	17	19	252	236	394	269	5423
MAML3	60	61	103	117	542	408	407	347	7082
MAMLD1	0	0	2	3	13	8	21	7	13533
MAMSTR	6	4	2	8	2	3	1	1	3384
MAN1A1	20	24	37	28	183	106	87	77	4108
MAN1A2	1241	1261	1118	1432	684	458	553	615	5375
MAN1B1	187	251	231	240	33	27	23	32	8373
MAN1C1	1093	1189	1137	1240	51	47	39	53	3189
MAN2A1	1197	1225	1255	1145	1703	1456	2461	1892	5106
MAN2A2	392	654	810	675	245	232	138	215	6247
MAN2B1	169	217	290	238	94	81	54	116	6397
MAN2B2	137	164	156	129	61	51	30	42	4223
MAN2C1	64	168	176	104	32	26	12	35	12707
MANBA	536	600	368	404	399	364	496	521	3294
MANBAL	326	276	231	273	131	128	109	142	2506
MANEA	217	162	148	208	731	526	700	312	4611
MANEAL	282	437	617	582	96	167	81	178	7828
MANF	911	953	500	615	273	266	243	230	935
MANSC1	203	291	296	270	153	194	280	205	2293
MANSC4	1	0	2	0	0	0	0	3	1092
MAOA	14	11	1	16	63	45	36	35	4058
MAOB	1	5	3	3	22	8	24	24	2580
MAP1A	297	298	396	717	93	81	180	209	10269
MAP1B	4368	3826	3814	5265	10676	9768	18064	13450	11972
MAP1LC3A	8	10	15	19	0	2	0	3	1907
MAP1LC3B	883	748	442	742	725	558	804	701	2284
MAP1LC3B2	140	126	72	131	105	84	94	86	830
MAP1LC3C	140	141	267	219	135	154	92	160	1188
MAP1S	191	216	260	376	39	36	26	49	3269
MAP2	6	6	2	4	103	100	167	157	26081
MAP2K1	557	701	396	539	530	344	628	632	2575
MAP2K2	95	121	103	149	37	35	18	48	1722
MAP2K3	114	171	97	115	20	18	13	26	4354
MAP2K4	1333	1147	874	1355	1131	921	1246	1208	3732
MAP2K5	77	107	98	128	130	149	119	134	6422
MAP2K6	94	127	65	87	231	192	168	250	1857
MAP2K7	363	387	585	1022	67	54	43	114	3361
MAP3K1	969	964	672	1134	855	585	692	641	7491
MAP3K10	9	12	17	11	9	5	2	7	3426
MAP3K11	65	65	63	58	15	20	12	19	3563
MAP3K12	37	78	141	78	93	97	91	144	7152
MAP3K13	305	393	776	543	401	485	305	499	30505
MAP3K14	34	38	51	51	11	14	13	28	4451
MAP3K15	6	18	14	11	35	43	23	59	4604
MAP3K2	1920	1817	1340	1917	928	877	899	910	10854
MAP3K3	50	54	95	105	86	68	54	89	9526
MAP3K4	2385	2644	2083	2128	1279	1182	994	1509	10765
MAP3K5	4	8	5	9	89	83	123	133	5165
MAP3K6	111	210	177	155	13	23	13	24	4299
MAP3K7	837	878	697	871	651	609	733	895	11371
MAP3K8	77	95	62	60	46	23	34	28	5778
MAP3K9	259	341	484	410	258	269	187	373	5587
MAP4	9242	10575	8947	12084	3605	3166	3413	4421	15527
MAP4K1	179	255	315	263	73	109	60	129	5397
MAP4K2	70	93	99	90	21	21	12	29	2923
MAP4K3	2387	1967	1251	1865	1883	1538	4333	1921	4079
MAP4K4	2997	3313	2777	3756	4433	3603	5707	5732	36583
MAP4K5	626	598	565	713	1020	731	1516	1007	8758
MAP6	0	0	2	1	11	10	17	17	6970
MAP6D1	26	23	47	47	40	19	34	44	2135
MAP7	164	228	148	184	1472	1371	2065	2060	44086
MAP7D1	60	81	65	87	62	41	25	42	3307
MAP7D2	43	66	59	85	59	60	37	46	15873
MAP7D3	603	660	1098	1006	1000	971	2520	1390	13531
MAP9	100	87	113	130	491	342	449	272	7317
MAPK1	3007	2801	1995	3160	1356	1331	1682	1571	7395
MAPK10	2	2	9	7	103	72	65	66	15586
MAPK11	1	5	4	2	1	3	3	3	2376
MAPK12	43	59	84	72	10	19	8	17	1742
MAPK13	124	146	99	103	30	27	17	47	1876
MAPK14	1013	1112	565	834	583	538	594	621	14366
MAPK15	7	9	15	11	1	2	2	3	1874
MAPK1IP1L	3817	3389	3194	5009	2472	2276	2574	2404	6465
MAPK3	710	695	587	958	183	161	127	130	5574
MAPK4	7	9	8	4	46	43	62	43	4730
MAPK6	3202	3009	2025	3493	2814	1862	3062	3455	4219
MAPK7	122	116	203	192	123	118	111	132	11661
MAPK8	170	151	137	159	260	239	311	261	5614
MAPK8IP1	53	67	57	74	23	28	17	27	3193
MAPK8IP2	19	28	40	36	0	1	1	1	6506
MAPK8IP3	38	65	143	81	49	43	30	52	11167
MAPK9	886	1028	755	980	839	749	1133	1107	19665
MAPKAP1	2534	2520	1818	2932	1777	1496	3565	2167	17504
MAPKAPK2	358	343	341	410	272	203	172	223	6477
MAPKAPK3	49	76	59	70	185	153	156	222	8118
MAPKAPK5	572	721	435	443	325	259	294	363	4054
MAPKBP1	91	130	179	146	253	287	479	330	14419
MAPRE1	3688	3260	1818	2696	1567	1132	1321	1557	2616
MAPRE2	154	159	160	269	766	695	955	1296	24011
MAPRE3	22	31	38	41	28	24	16	25	1863
MAPT	16	12	17	6	6	3	4	14	95062
